year,unitid,inst_name,state_name,admission_rate,enrollement_rate,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
2014,215062,University of Pennsylvania,Pennsylvania,0.103663637,0.652232383,35866,3718,2425,0,2425,,,,,,,0.011,3897,1152144000,845313024,,1633000,698900992,52088000,512454016,,,,7581923840,1181689984,736612992,43556000,780168960,814350976,78440000,6723115008,2975618048,821230016,9582334976,10133568512,7581923840,6723115008,2290,0.953,,0.437925,0.577826,0.0457072,42018.5
2015,215062,University of Pennsylvania,Pennsylvania,0.101615327,0.642989173,37268,3787,2435,0,2435,,,,,,,0.014,3557,1225442944,903075968,,1852000,680635008,47282000,1888566016,,,,9487790080,1187597056,700564992,36340000,736904960,833427968,86629000,8139986944,3605436928,1023683008,10133568512,10715364352,9487790080,8139986944,2251,0.953,,0.489545,0.583641,0.051353,39127.5
2016,215062,University of Pennsylvania,Pennsylvania,0.094403618,0.678007621,38918,3674,2491,0,2491,,,,,,,0.011,3393,1271449984,937868032,,1995000,692899008,55654000,691136000,,,,10410408960,1265227008,753206016,38609000,791815040,917958976,98527000,8850930688,3879015936,1058289984,10715364352,12213207040,10410408960,8850930688,2301,0.957,,0.383066,0.572133,0.0365804,39832
2017,215062,University of Pennsylvania,Pennsylvania,0.092965135,0.653713069,40413,3757,2456,0,2456,,,,,,,0.011,3009,1349527040,999376000,,2656000,716067968,50756000,1155704064,,,,11685713920,1337159040,794560000,38369000,832929024,899840000,98630000,9561019392,4262275072,1128866944,12213207040,13777440768,11685713920,9561019392,,,,,,,
1990,215293,UNIVERSITY OF PITTSBURGH MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,152165744,,,1975265,113192624,125850232,,2882568,,,604341376,165767008,104941000,13341081,118282080,38918504,21070404,649551488,244646944,64467528,,,,,,,,,,,
1991,215293,UNIVERSITY OF PITTSBURGH MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,166932032,,,1966066,151688064,113062304,49100088,9922069,,,717527104,183702688,126804128,13130237,139934368,45347240,22674164,718202432,267194928,68900944,,,,,,,,,,,
1992,215293,UNIVERSITY OF PITTSBURGH MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,179415488,,,170568,174682928,107124360,55404084,32123860,,,669186432,189435728,156096608,13412635,169509248,40951472,30260668,675377920,285394784,72505712,,,,,,,,,,,
1993,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,188397984,,,3225124,178204768,117183152,58877264,35344160,,,690615744,192835504,160574640,14430807,175005440,46037384,31904036,690061056,303005056,86701304,,,,,,,,,,,
1994,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,193163600,,,3463698,186201072,120406752,55944332,34556576,,,712490432,219697072,150025168,22755374,172780544,46487800,31462600,724067648,322950240,87962176,,,,,,,,,,,
1995,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,199253760,,,3225573,188733760,153296656,67726096,86692360,,,818009856,218787968,157818064,30684624,188502688,48003968,33677808,688096256,307591520,88536000,,,,,,,,,,,
1996,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,206258400,,,2665668,190924864,154658736,87712312,40619500,,,807836800,207503856,166017344,29771556,195788896,49185624,35498148,760353344,335886848,86361360,509715776,606639936,,,1534,0.611,,,,,
1997,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,220353744,,,1196922,201209072,158641408,72707008,33523492,,,840535808,224237248,193874784,29631246,223506032,65758532,38512120,841067648,371511392,85110144,606639936,715913728,,,1640,0.627,,0.15633,0.572447,0.0429167,37314
1998,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,232941056,,,1383195,236283808,167091552,73504608,44703408,,,883609536,216634656,221855040,27342526,249197568,76245832,40632884,881126912,375744384,89752600,715913728,785130688,,,1612,0.628,,0.14096,0.562849,0.0380941,39289
1999,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,242341776,,,1180325,269056224,175672960,78033680,55078728,,,953263616,238647728,250082688,21805952,271888640,80039664,46096000,951203712,397079040,94714152,785130688,998673216,,,1501,0.602,,0.135112,0.559442,0.0367833,42385
2000,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,,,,,,,,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,254527456,,,1665371,314395520,186159808,79296856,54991424,,,1031353664,242815600,290829888,20014668,310844544,99098944,48315184,1020080768,431790496,103643600,998673216,1096656640,,,1508,0.617,,0.12509,0.562124,0.0349676,44471
2001,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,0.617029119,0.352568698,13565,8370,2943,8,2951,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,275762560,,,1623350,371299776,191735904,69496008,56877568,,,1113958912,269366784,343545600,17634574,361180160,97002688,54834024,1110338432,480132896,121664528,1096656640,1139069952,,,1715,0.636,,0.122342,0.55743,0.0320703,48071
2002,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,0.597486721,0.347788378,15438,9224,3204,4,3208,15260,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,315724224,225450928,,1375456,422036128,216713872,120672720,49996784,,,1223930112,351576736,362214560,78096512,440311072,120780400,73399664,1138379904,519588864,140363664,1139069952,1159634560,1223930112,1138379904,2049,0.649,,0.120094,0.553369,0.03058,51008
2003,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,0.547771903,0.357577847,15888,8703,3103,9,3112,,,,,,,,,337603040,240322272,,1761371,473608704,193434080,111302176,57093128,,,1395981184,360621984,416254624,74130928,490385536,118281432,77485008,1214277248,553915392,161970736,1159634560,1356925696,1395981184,1214277248,2086,0.674,,0.121532,0.552644,0.0324875,51391.5
2004,215293,UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,Pennsylvania,0.482736938,0.344937833,17494,8445,2910,3,2913,,,,,,,,,360639520,256480544,,1043451,512090048,223131088,145929568,65585280,,,1485476608,345562112,464115552,77157120,541272704,138009104,79065016,1278851840,584377856,180368304,1356925696,1525084800,1485476608,1278851840,2146,0.697,,0.130476,0.537714,0.0356055,52666.5
2005,215293,University of Pittsburgh-Main Campus,Pennsylvania,0.48990671,0.321785906,18973,9295,2991,,2991,,,,,,,,,380477568,275154784,,1290806,518719936,229114720,132778656,74561080,,,1636917120,356299648,478525184,71702664,550227840,143616096,82422376,1322710144,608498432,177647472,1525084800,1791057792,1636917120,1322710144,2147,0.733,,0.144194,0.538184,0.0463951,57000
2006,215293,University of Pittsburgh-Main Campus,Pennsylvania,0.531812923,0.336544438,18153,9654,3249,0,3249,,,,,,,,,412358080,302126464,,1082593,525792864,208034368,147006592,89642872,,,1870295168,381740352,501677184,62780884,564458048,148615728,90839080,1405060352,630295936,181084176,1791057792,2248121600,1870295168,1405060352,2400,0.751,,0.14412,0.539223,0.0476874,58706.5
2007,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.558395164,0.336614173,18195,10160,3420,0,3420,15260,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,442451200,325573248,,1151108,549642752,209100000,194696912,84297440,,,1517004160,397533696,532491456,64709288,597200768,158294576,94723888,1487771520,665191360,196212240,2248121600,2361281024,1517004160,1487771520,2359,0.763,,0.121643,0.526996,0.0385141,61729
2008,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.555782955,0.324048721,19056,10591,3428,4,3432,,,,,,,,,484870848,356619136,,1464053,561792960,236272112,113594144,82434528,,,1025350528,421310208,564634496,66070620,630705088,177617376,102440360,1553889920,707867264,207822080,2361281024,1842795904,1025350528,1553889920,2255,0.777,,0.105334,0.528463,0.0327208,66752
2009,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.554363065,0.304177204,20685,11467,3488,0,3488,15260,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-79.9593,40.4415,,,519878432,384928480,,1863653,648728256,243056400,115629752,95600408,,,1935918976,424847872,606474816,96109840,702584640,183026720,102733712,1654750464,742708672,222686736,1842795904,2020100608,2050648064,1754445696,2328,0.784,,0.109738,0.522261,0.0325181,68153
2010,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.585269356,0.286275743,21737,12722,3640,2,3642,,,,,,,,,560286464,417525440,,311508,712507520,233719632,136713408,84581392,,,2313867520,438520384,664054016,97102936,761156928,184161488,110935016,1753278720,784240128,233997616,2020100608,2511815680,2438596096,1849028480,2531,0.787,,0.115851,0.520341,0.0331388,69224
2011,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.577732579,0.287004439,22616,13066,3747,3,3750,,,,,,,0.039,7852,598485504,450151072,,2464603,696831744,195181280,138896240,86596512,,,1795921920,466201280,689599296,95232256,784831552,210188464,113176480,1789025408,805413632,244758896,2511815680,2600313600,1910335104,1886724992,2676,0.79,,0.106617,0.524757,0.0288755,70642
2012,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.578580888,0.278204371,23409,13544,3757,11,3768,15260,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-79.9547,40.4445,0.044,7181,620255808,471386080,,2310006,666064576,200167200,136506144,81145512,,,2114198656,484975840,670076800,85706056,755782848,215944496,111146592,1780785920,805360832,241714912,2600313600,2956738816,2240028928,1876904704,2756,0.804,,0.0994533,0.523257,0.0257984,72354
2013,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.561256081,0.263485923,24871,13959,3678,0,3678,,,,,,,0.042,8084,640372352,487784800,,2486766,610717120,195053376,146879568,103454272,,,2350046976,481792480,638155968,80484488,718640448,225751168,119920304,1778873600,800116480,232129808,2956738816,3470665216,2474838272,1878778624,2882,0.819,,0.0985513,0.523307,0.0228639,74617
2014,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.531228574,0.236432917,30629,16271,3845,2,3847,,,,,,,0.043,9041,667636992,508046528,,2769671,619979520,198513744,152283424,96036264,,,1895331456,511066752,654880896,85169168,740050048,233520976,131034504,1855412480,816550464,245357808,3470665216,3565683456,2012346240,1958778112,2951,0.817,,0.0906216,0.525151,0.0195672,76650
2015,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.538855874,0.243228504,30626,16503,4010,4,4014,,,,,,,0.038,7991,681739456,518070720,,3403211,633592064,189691504,147884672,100017016,,,1773326336,523127616,675691968,83895224,759587200,234379264,136243040,1897013760,836922688,249228688,3565683456,3501944064,1886148224,2001138304,3009,0.814,,0.0850186,0.527115,0.0181105,79501
2016,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.554070266,0.244602536,29175,16165,3951,3,3954,,,,,,,0.038,7765,705230656,531775904,,3212032,659239424,190463232,155230848,94271344,,,2431980032,537089344,706684352,84840512,791524864,247009600,150782016,1976797824,876856320,274450688,3501944064,3921014016,2563072512,2081117312,3053,0.825,,0.0824655,0.529968,0.0175345,81308
2017,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,0.597131399,0.243163117,27679,16528,4012,7,4019,,,,,,,0.035,7252,731211328,552860352,,3015212,695024448,209934336,190608080,92288584,,,2411257600,555596032,751933248,82687152,834620416,260317792,160340400,2067424896,931156224,282501920,3921014016,4174775040,2527667456,2173942784,,,,,,,
1990,215770,SAINT JOSEPH'S UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,36816408,,,,1051390,901612,2471386,2626543,,,51669036,15385159,638004,132637,770641,2858163,4943864,51519048,19841982,3904479,,,,,,,,,,,
1991,215770,SAINT JOSEPH'S UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,40260040,,,,1166080,870785,2046825,2608678,,,55095592,16898316,679972,118531,798503,2926978,5207902,55068820,20639050,4426311,,,,,,,,,,,
1992,215770,SAINT JOSEPH'S UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,43895404,,,,1302863,723655,1899765,2715727,,,58588132,15384628,639559,158918,798477,4343705,5501590,58272584,21362444,4676365,,,,,,,,,,,
1993,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,47403096,,,,1365033,701122,3436086,1835267,,,63879164,16819864,630295,121888,752183,4559241,5942849,61780792,22452808,5894839,,,,,,,,,,,
1994,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,50688200,,,,1461918,793714,2246805,2926436,,,67926584,16994290,785504,127639,913143,5036758,6655707,66546456,23990400,6113904,,,,,,,,,,,
1995,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,56782348,,,,1334809,890960,2104312,3096470,,,74219168,18317794,618083,152054,770137,5303291,7192469,73125336,25728724,6626083,,,,,,,,,,,
1996,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,47292360,47292360,,,7102002,,13113357,,,,81236992,22491586,590733,224470,815203,6763462,10325389,65767036,,,,,81236992,65767036,433,0.71,,,,,
1997,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,52612580,52612580,,,8146118,,6196614,2472467,,,82851248,24680164,599195,242949,842144,6976894,11020594,71641504,31306534,6938101,,,82851248,71641504,384,0.677,,0.131687,0.588477,0.0329218,56540
1998,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,56931528,56928256,,3271,765713,1256880,9943219,2530767,,,91410000,30042094,354734,378712,733446,6952097,13129878,80703992,34123288,7656614,,,91410000,80703992,,,,0.164662,0.619549,0.0406015,64130
1999,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,83057224,59545560,,277654,1472027,1377726,12548291,3296799,,,96285968,34570456,443269,362013,805282,8127961,12891008,87105128,36373120,8684340,,,96285968,87105128,495,0.716,,0.125769,0.576897,0.0321258,69000
2000,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,,,,,,,,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,95322720,69139200,,21082,2181648,1179788,5765752,3584205,,,100315656,35354588,1659174,356749,2015923,9064869,15371944,97008712,38430876,9055727,,,100315656,97008712,556,0.707,,0.124603,0.556898,0.0343293,73854
2001,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,0.597292724,0.291501416,5910,3530,1026,3,1029,19131,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,103278400,76484248,,83902,3265445,1474047,6244372,3317447,,,106167264,37515608,3042324,356495,3398819,8662330,14701364,99901728,39030100,10064552,,,106167264,99901728,604,0.758,,0.135202,0.553271,0.034891,77953
2002,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,0.545058344,0.282692804,7113,3877,1061,35,1096,19131-1395,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,115774656,85997840,,,3327754,878647,5710227,3987246,,,117893328,41566828,3972031,359065,4331096,10116115,16868644,113388936,41594656,10051920,73187504,75304576,117893328,113388936,698,0.755,,0.117284,0.554938,0.0234568,81986.5
2003,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,0.483322601,0.270450306,7765,3753,1012,3,1015,,,,,,,,,123468072,91004680,,265241,4681962,1239140,6634978,4582681,,,131441072,44231684,4282590,401285,4683875,9688654,18842600,119322296,46526236,11368346,75304576,82812056,131441072,119322296,716,0.775,,0.127824,0.555886,0.0309156,80938.5
2004,215770,SAINT JOSEPHS UNIVERSITY,Pennsylvania,0.479179771,0.31898136,7949,3809,1213,2,1215,,,,,,,,,139488656,101500576,,354031,3981586,3145405,28916812,4392242,,,175327616,46115008,4604971,406865,5011836,10951320,18302070,127052352,49577312,12353319,82812056,97365600,175327616,127052352,725,0.761,,0.144209,0.528396,0.0417595,80837
2005,215770,Saint Joseph's University,Pennsylvania,0.474670214,0.529892574,9021,4282,1129,1140,2269,,,,,,,,,151789904,110645616,,525124,3758069,4384738,14520670,4146279,,,171696592,49573028,5327593,465977,5793570,11644055,21231232,136398688,49617944,12654292,97365600,120250568,171696592,136398688,767,0.749,,0.142552,0.518954,0.0395088,85936
2006,215770,Saint Joseph's University,Pennsylvania,0.562720747,0.207329419,8777,4939,1022,2,1024,,,,,,,,,156538752,114908480,,231609,3949562,3905063,27503566,4470344,,,208706544,51768128,8648579,538426,9187005,12281110,22691844,149072240,51870256,13195221,120250568,141810848,208706544,149072240,716,0.752,,0.129129,0.539339,0.0336336,91695
2007,215770,Saint Joseph's University,Pennsylvania,0.615901583,0.201590531,8779,5407,1086,4,1090,19131-1395,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","5,000-9,999",,,,,165485472,119035752,,15114,2965748,2997180,25507000,5186510,,,190050368,57748288,6056446,522213,6578659,13505640,25787998,160874704,56007412,14770313,141810848,158324944,190050368,160874704,833,0.794,,0.120222,0.536375,0.0345253,96529.5
2008,215770,Saint Joseph's University,Pennsylvania,0.859811751,0.245148449,7012,6029,1475,3,1478,,,,,,,,,184133104,132786320,,28603,3411436,3067545,16766776,7019724,,,147802752,62889400,6517942,644974,7162916,15321739,27104376,190114352,64365600,16126899,158324944,124131384,147802752,190114352,768,0.775,,0.125616,0.548768,0.0349754,97533
2009,215770,Saint Joseph's University,Pennsylvania,0.823619632,0.22141527,6520,5370,1189,0,1189,,,,,,,,,193675408,138470560,,48946,3028580,882416,14671854,10733979,,,206358064,65755620,3968055,710971,4679026,16005896,27152924,174263664,68079664,17345540,124131384,145050624,206358064,174263664,948,0.785,,0.135932,0.551331,0.0370722,99549.5
2010,215770,Saint Joseph's University,Pennsylvania,0.803842845,0.216553692,6974,5606,1212,2,1214,,,,,,,,,209810096,149223824,,55373,2826198,2686260,12958657,7484735,,,228898656,72713040,4528369,741937,5270306,16763164,30190228,196771136,69345648,18910322,145050624,173114960,228898656,196771136,853,0.758,,0.149461,0.554186,0.0446841,99962
2011,215770,Saint Joseph's University,Pennsylvania,0.777192271,0.197496523,7401,5752,1136,0,1136,,,,,,,0.035,1295,220410496,155298576,,52479,2344513,1179497,11072022,7946438,,,199284160,76554656,4091229,744545,4835774,18368092,32003820,218979744,75425224,20160400,173114960,168833568,199284160,218979744,803,0.791,,0.156234,0.561821,0.0465598,100204
2012,215770,Saint Joseph's University,Pennsylvania,0.782967777,0.212865295,7386,5783,1229,2,1231,19131-1395,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","5,000-9,999",-75.2383,39.9944,0.05,1299,223627776,153016656,,12935,1958789,3830957,14051665,7229807,,,235607872,77809248,3445577,813200,4258777,16601746,33684120,209919264,80149912,21290920,168833568,193169664,235607872,209919264,851,0.785,,0.15023,0.553398,0.0439448,103450
2013,215770,Saint Joseph's University,Pennsylvania,0.787255778,0.206812652,7831,6165,1272,3,1275,,,,,,,0.044,1606,235018224,157828992,,,1709983,3803469,15993329,13408213,,,247495904,80863712,2739588,781493,3521081,16325444,34875508,219678688,84277408,22110616,193169664,209285520,247495904,219678688,1075,0.731,,0.148662,0.568385,0.0421209,105038
2014,215770,Saint Joseph's University,Pennsylvania,0.846472048,0.188913711,8461,7162,1349,4,1353,,,,,,,0.037,1948,250756688,166247168,,12136,1173090,1237616,15438085,9547647,,,236704512,78358512,2890172,425044,3315216,16679917,33901804,213581184,78911424,22715772,209285520,215905360,236704512,213581184,939,0.791,,0.142298,0.577995,0.0400978,108601
2015,215770,Saint Joseph's University,Pennsylvania,0.818498498,0.172439096,8325,6814,1174,1,1175,,,,,,,0.032,2047,256597472,166725104,,,1523458,1342211,10991887,10844845,,,216783392,78938488,2669584,991914,3661498,17088472,34183628,211866096,87492352,24445488,215905360,202181472,216783392,211866096,965,0.796,,0.12545,0.589717,0.0349614,110804
2016,215770,Saint Joseph's University,Pennsylvania,0.779335876,0.182956672,8914,6947,1265,6,1271,,,,,,,0.031,1908,261600928,164542496,,,1217018,1619460,11409933,203501,,,283954016,79112688,2074079,862290,2936369,15008012,33805616,208915360,83473712,23330358,202181472,234094480,283954016,208915360,927,0.82,,0.120267,0.592984,0.0356347,108285
2017,215770,Saint Joseph's University,Pennsylvania,0.771845742,0.155379061,8972,6925,1075,1,1076,,,,,,,0.033,2045,257235776,158702496,,,1220486,1228257,37750072,95807,,,268450816,78182024,1817468,759321,2576789,14150410,34493564,207835024,85242400,19669284,234094480,280330976,268450816,207835024,,,,,,,
1990,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,17257,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,16693249,,,8619,2405110,23775404,,2147234,,,53174880,22121994,,2392050,2392050,4191555,2773113,53135532,27467928,8110325,,,,,,,,,,,
1991,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,17257,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,19433348,,,3766,2895648,26992206,,2071747,,,60772816,23413980,,3046176,3046176,4745722,2939245,60419788,29540548,8695446,,,,,,,,,,,
1992,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,17257,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,21669602,,,2523,3738963,26721080,,1875858,,,65097008,24643086,,4213393,4213393,5299756,3177960,64891072,30791998,9597720,,,,,,,,,,,
1993,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,23233928,,,9779,4425425,27773508,,1892337,,,69315848,27012032,364364,4747076,5111440,5418292,4443668,86190488,32824292,10344943,,,,,,,,,,,
1994,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,23915508,,,,5229433,29019896,56515,2001044,,,72891040,28173316,749104,4926583,5675687,5933511,4690375,74360696,34281992,10989684,,,,,,,,,,,
1995,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,25424520,,,131661,5542397,29824400,54318,2305714,,,75351576,29203648,680042,5099629,5779671,6155286,5554191,76119376,36181408,11465944,,,,,,,,,,,
1996,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,26527184,,,16707,5139056,30266888,59566,2167631,,,77105872,28485020,591068,4724956,5316024,6443311,5904077,77075816,36006752,11033237,13205928,15189860,,,714,0.614,,,,,
1997,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,27206350,,,30054,5759041,31433058,51848,2384830,,,79812872,29147364,592319,5114338,5706657,6522873,6128475,79181424,37346604,11698174,15045237,21857296,,,717,0.579,,0.098031,0.574361,0.0322581,47261
1998,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,27207908,,,20330,6740109,33475042,51775,2380792,,,83539200,28896392,393234,5867634,6260868,6547721,6394064,84324984,38046440,11749185,21884378,31822860,,,708,0.636,,0.089749,0.553807,0.0331774,49053
1999,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,28077152,,,20269,7824297,35789900,51759,2704326,,,88773520,30136844,343607,7587480,7931087,6833899,6895800,89973128,39971312,12084582,31822860,34148464,,,728,0.589,,0.0821806,0.53987,0.0317331,52267
2000,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,32514894,,,38472,7605729,38875672,51418,3066021,,,97385712,31244178,477755,7588070,8065825,7329863,7363439,96953864,42407768,12028958,34148464,33365264,,,795,0.622,,0.0738034,0.53745,0.028133,54001
2001,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.624748335,0.368368865,6457,4034,1483,3,1486,172572299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,35072224,28543904,,72708,4704957,41224084,,977247,58147912,35140504,93305960,37647080,1932294.25,3299896.25,5232190.5,9923746,9268139,91407072,41908220,12340806,,,93305960,91407072,768,0.604,,0.0751043,0.541725,0.0295549,55906.5
2002,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.685040735,0.381831984,5769,3952,1507,2,1509,17257-2299,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,39877828,33491722,,32926,5466482,39800332,,1110517,64858584,33983236,99496872,41870864,455048.66,5802223.5,6257272,10161695,8832741,96901776,43394300,15188933,,,99496872,96901776,782,0.605,,0.0847574,0.551606,0.0290499,56838
2003,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.685040735,0.381831984,5769,3952,1507,2,1509,,,,,,,,,43022084,36638152,,20164,6149239,36710480,,1080721,68340744,31487280,103598784,42422556,552008.94,4586030,5138039,10147642,9780783,99540736,43746856,17722492,13459465,15681065,103598784,99540736,717,0.592,,0.0879195,0.536577,0.0318792,56957.5
